artifact_id,workflow_run_id,request_id,artifact_type,version_no,storage_uri,created_at,created_by,is_latest_version
ART-0354-01-06,RUN-0354-01,REQ-0354,recommendation_packet,1,artifacts/REQ-0354/RUN-0354-01/recommendation_packet_v1.json,2026-01-28 14:45:00,system,1
ART-0355-01-01,RUN-0355-01,REQ-0355,parsed_scenario,1,artifacts/REQ-0355/RUN-0355-01/parsed_scenario_v1.json,2026-03-21 15:41:00,system,1
ART-0355-01-02,RUN-0355-01,REQ-0355,validation_report,1,artifacts/REQ-0355/RUN-0355-01/validation_report_v1.json,2026-03-21 15:51:00,system,1
ART-0355-01-03,RUN-0355-01,REQ-0355,optimization_result,1,artifacts/REQ-0355/RUN-0355-01/optimization_result_v1.json,2026-03-21 16:01:00,system,1
ART-0355-01-04,RUN-0355-01,REQ-0355,decision_audit,1,artifacts/REQ-0355/RUN-0355-01/decision_audit_v1.json,2026-03-21 16:11:00,system,1
ART-0355-01-05,RUN-0355-01,REQ-0355,sensitivity_report,1,artifacts/REQ-0355/RUN-0355-01/sensitivity_report_v1.json,2026-03-21 16:21:00,system,1
ART-0355-01-06,RUN-0355-01,REQ-0355,recommendation_packet,1,artifacts/REQ-0355/RUN-0355-01/recommendation_packet_v1.json,2026-03-21 16:31:00,system,1
ART-0356-01-01,RUN-0356-01,REQ-0356,parsed_scenario,1,artifacts/REQ-0356/RUN-0356-01/parsed_scenario_v1.json,2026-02-17 09:06:00,system,1
ART-0356-01-02,RUN-0356-01,REQ-0356,validation_report,1,artifacts/REQ-0356/RUN-0356-01/validation_report_v1.json,2026-02-17 09:16:00,system,1
ART-0356-01-03,RUN-0356-01,REQ-0356,optimization_result,1,artifacts/REQ-0356/RUN-0356-01/optimization_result_v1.json,2026-02-17 09:26:00,system,1
ART-0356-01-04,RUN-0356-01,REQ-0356,decision_audit,1,artifacts/REQ-0356/RUN-0356-01/decision_audit_v1.json,2026-02-17 09:36:00,system,1
ART-0356-01-05,RUN-0356-01,REQ-0356,sensitivity_report,1,artifacts/REQ-0356/RUN-0356-01/sensitivity_report_v1.json,2026-02-17 09:46:00,system,1
ART-0356-01-06,RUN-0356-01,REQ-0356,recommendation_packet,1,artifacts/REQ-0356/RUN-0356-01/recommendation_packet_v1.json,2026-02-17 09:56:00,system,1
ART-0357-01-01,RUN-0357-01,REQ-0357,parsed_scenario,1,artifacts/REQ-0357/RUN-0357-01/parsed_scenario_v1.json,2026-03-20 06:16:00,system,1
ART-0357-01-02,RUN-0357-01,REQ-0357,validation_report,1,artifacts/REQ-0357/RUN-0357-01/validation_report_v1.json,2026-03-20 06:26:00,system,1
ART-0357-01-03,RUN-0357-01,REQ-0357,optimization_result,1,artifacts/REQ-0357/RUN-0357-01/optimization_result_v1.json,2026-03-20 06:36:00,system,1
ART-0357-01-04,RUN-0357-01,REQ-0357,decision_audit,1,artifacts/REQ-0357/RUN-0357-01/decision_audit_v1.json,2026-03-20 06:46:00,system,1
ART-0357-01-05,RUN-0357-01,REQ-0357,sensitivity_report,1,artifacts/REQ-0357/RUN-0357-01/sensitivity_report_v1.json,2026-03-20 06:56:00,system,1
ART-0357-01-06,RUN-0357-01,REQ-0357,recommendation_packet,1,artifacts/REQ-0357/RUN-0357-01/recommendation_packet_v1.json,2026-03-20 07:06:00,system,1
ART-0358-01-01,RUN-0358-01,REQ-0358,parsed_scenario,1,artifacts/REQ-0358/RUN-0358-01/parsed_scenario_v1.json,2026-01-05 10:08:00,system,1
ART-0358-01-02,RUN-0358-01,REQ-0358,validation_report,1,artifacts/REQ-0358/RUN-0358-01/validation_report_v1.json,2026-01-05 10:18:00,system,1
ART-0358-01-03,RUN-0358-01,REQ-0358,optimization_result,1,artifacts/REQ-0358/RUN-0358-01/optimization_result_v1.json,2026-01-05 10:28:00,system,1
ART-0358-01-04,RUN-0358-01,REQ-0358,decision_audit,1,artifacts/REQ-0358/RUN-0358-01/decision_audit_v1.json,2026-01-05 10:38:00,system,1
ART-0358-01-05,RUN-0358-01,REQ-0358,sensitivity_report,1,artifacts/REQ-0358/RUN-0358-01/sensitivity_report_v1.json,2026-01-05 10:48:00,system,1
ART-0358-01-06,RUN-0358-01,REQ-0358,recommendation_packet,1,artifacts/REQ-0358/RUN-0358-01/recommendation_packet_v1.json,2026-01-05 10:58:00,system,1
ART-0359-01-01,RUN-0359-01,REQ-0359,parsed_scenario,1,artifacts/REQ-0359/RUN-0359-01/parsed_scenario_v1.json,2026-03-01 19:55:00,system,1
ART-0359-01-02,RUN-0359-01,REQ-0359,validation_report,1,artifacts/REQ-0359/RUN-0359-01/validation_report_v1.json,2026-03-01 20:05:00,system,1
ART-0360-01-01,RUN-0360-01,REQ-0360,parsed_scenario,1,artifacts/REQ-0360/RUN-0360-01/parsed_scenario_v1.json,2026-01-16 18:00:00,system,1
ART-0360-01-02,RUN-0360-01,REQ-0360,validation_report,1,artifacts/REQ-0360/RUN-0360-01/validation_report_v1.json,2026-01-16 18:10:00,system,1
ART-0361-01-01,RUN-0361-01,REQ-0361,parsed_scenario,1,artifacts/REQ-0361/RUN-0361-01/parsed_scenario_v1.json,2026-03-18 03:55:00,system,1
ART-0361-01-02,RUN-0361-01,REQ-0361,validation_report,1,artifacts/REQ-0361/RUN-0361-01/validation_report_v1.json,2026-03-18 04:05:00,system,1
ART-0361-01-03,RUN-0361-01,REQ-0361,optimization_result,1,artifacts/REQ-0361/RUN-0361-01/optimization_result_v1.json,2026-03-18 04:15:00,system,1
ART-0361-01-04,RUN-0361-01,REQ-0361,decision_audit,1,artifacts/REQ-0361/RUN-0361-01/decision_audit_v1.json,2026-03-18 04:25:00,system,1
ART-0361-01-05,RUN-0361-01,REQ-0361,sensitivity_report,1,artifacts/REQ-0361/RUN-0361-01/sensitivity_report_v1.json,2026-03-18 04:35:00,system,1
ART-0361-01-06,RUN-0361-01,REQ-0361,recommendation_packet,1,artifacts/REQ-0361/RUN-0361-01/recommendation_packet_v1.json,2026-03-18 04:45:00,system,1
ART-0362-01-01,RUN-0362-01,REQ-0362,parsed_scenario,1,artifacts/REQ-0362/RUN-0362-01/parsed_scenario_v1.json,2026-03-16 09:39:00,system,1
ART-0362-01-02,RUN-0362-01,REQ-0362,validation_report,1,artifacts/REQ-0362/RUN-0362-01/validation_report_v1.json,2026-03-16 09:49:00,system,1
ART-0363-01-01,RUN-0363-01,REQ-0363,parsed_scenario,1,artifacts/REQ-0363/RUN-0363-01/parsed_scenario_v1.json,2026-04-03 23:45:00,system,1
ART-0363-01-02,RUN-0363-01,REQ-0363,validation_report,1,artifacts/REQ-0363/RUN-0363-01/validation_report_v1.json,2026-04-03 23:55:00,system,1
ART-0363-01-03,RUN-0363-01,REQ-0363,optimization_result,1,artifacts/REQ-0363/RUN-0363-01/optimization_result_v1.json,2026-04-04 00:05:00,system,1
ART-0363-01-04,RUN-0363-01,REQ-0363,decision_audit,1,artifacts/REQ-0363/RUN-0363-01/decision_audit_v1.json,2026-04-04 00:15:00,system,1
ART-0363-01-05,RUN-0363-01,REQ-0363,sensitivity_report,1,artifacts/REQ-0363/RUN-0363-01/sensitivity_report_v1.json,2026-04-04 00:25:00,system,1
ART-0363-01-06,RUN-0363-01,REQ-0363,recommendation_packet,1,artifacts/REQ-0363/RUN-0363-01/recommendation_packet_v1.json,2026-04-04 00:35:00,system,1
ART-0364-01-01,RUN-0364-01,REQ-0364,parsed_scenario,1,artifacts/REQ-0364/RUN-0364-01/parsed_scenario_v1.json,2026-03-28 07:36:00,system,1
ART-0364-01-02,RUN-0364-01,REQ-0364,validation_report,1,artifacts/REQ-0364/RUN-0364-01/validation_report_v1.json,2026-03-28 07:46:00,system,1
ART-0364-01-03,RUN-0364-01,REQ-0364,optimization_result,1,artifacts/REQ-0364/RUN-0364-01/optimization_result_v1.json,2026-03-28 07:56:00,system,1
ART-0364-01-04,RUN-0364-01,REQ-0364,decision_audit,1,artifacts/REQ-0364/RUN-0364-01/decision_audit_v1.json,2026-03-28 08:06:00,system,1
ART-0364-01-05,RUN-0364-01,REQ-0364,sensitivity_report,1,artifacts/REQ-0364/RUN-0364-01/sensitivity_report_v1.json,2026-03-28 08:16:00,system,1
ART-0364-01-06,RUN-0364-01,REQ-0364,recommendation_packet,1,artifacts/REQ-0364/RUN-0364-01/recommendation_packet_v1.json,2026-03-28 08:26:00,system,1
ART-0365-01-01,RUN-0365-01,REQ-0365,parsed_scenario,1,artifacts/REQ-0365/RUN-0365-01/parsed_scenario_v1.json,2026-03-13 04:38:00,system,1
ART-0365-01-02,RUN-0365-01,REQ-0365,validation_report,1,artifacts/REQ-0365/RUN-0365-01/validation_report_v1.json,2026-03-13 04:48:00,system,1
ART-0366-01-01,RUN-0366-01,REQ-0366,parsed_scenario,1,artifacts/REQ-0366/RUN-0366-01/parsed_scenario_v1.json,2026-04-11 05:14:00,system,1
ART-0366-01-02,RUN-0366-01,REQ-0366,validation_report,1,artifacts/REQ-0366/RUN-0366-01/validation_report_v1.json,2026-04-11 05:24:00,system,1
ART-0367-01-01,RUN-0367-01,REQ-0367,parsed_scenario,1,artifacts/REQ-0367/RUN-0367-01/parsed_scenario_v1.json,2026-01-14 23:54:00,system,1
ART-0367-01-02,RUN-0367-01,REQ-0367,validation_report,1,artifacts/REQ-0367/RUN-0367-01/validation_report_v1.json,2026-01-15 00:04:00,system,1
ART-0367-01-03,RUN-0367-01,REQ-0367,optimization_result,1,artifacts/REQ-0367/RUN-0367-01/optimization_result_v1.json,2026-01-15 00:14:00,system,1
ART-0367-01-04,RUN-0367-01,REQ-0367,decision_audit,1,artifacts/REQ-0367/RUN-0367-01/decision_audit_v1.json,2026-01-15 00:24:00,system,1
ART-0367-01-05,RUN-0367-01,REQ-0367,sensitivity_report,1,artifacts/REQ-0367/RUN-0367-01/sensitivity_report_v1.json,2026-01-15 00:34:00,system,1
ART-0367-01-06,RUN-0367-01,REQ-0367,recommendation_packet,1,artifacts/REQ-0367/RUN-0367-01/recommendation_packet_v1.json,2026-01-15 00:44:00,system,1
ART-0368-01-01,RUN-0368-01,REQ-0368,parsed_scenario,1,artifacts/REQ-0368/RUN-0368-01/parsed_scenario_v1.json,2026-03-01 17:50:00,system,1
ART-0368-01-02,RUN-0368-01,REQ-0368,validation_report,1,artifacts/REQ-0368/RUN-0368-01/validation_report_v1.json,2026-03-01 18:00:00,system,1
ART-0368-01-03,RUN-0368-01,REQ-0368,optimization_result,1,artifacts/REQ-0368/RUN-0368-01/optimization_result_v1.json,2026-03-01 18:10:00,system,1
ART-0368-01-04,RUN-0368-01,REQ-0368,decision_audit,1,artifacts/REQ-0368/RUN-0368-01/decision_audit_v1.json,2026-03-01 18:20:00,system,1
ART-0368-01-05,RUN-0368-01,REQ-0368,sensitivity_report,1,artifacts/REQ-0368/RUN-0368-01/sensitivity_report_v1.json,2026-03-01 18:30:00,system,1
ART-0368-01-06,RUN-0368-01,REQ-0368,recommendation_packet,1,artifacts/REQ-0368/RUN-0368-01/recommendation_packet_v1.json,2026-03-01 18:40:00,system,1
ART-0369-01-01,RUN-0369-01,REQ-0369,parsed_scenario,1,artifacts/REQ-0369/RUN-0369-01/parsed_scenario_v1.json,2026-04-03 15:16:00,system,1
ART-0369-01-02,RUN-0369-01,REQ-0369,validation_report,1,artifacts/REQ-0369/RUN-0369-01/validation_report_v1.json,2026-04-03 15:26:00,system,1
ART-0370-01-01,RUN-0370-01,REQ-0370,parsed_scenario,1,artifacts/REQ-0370/RUN-0370-01/parsed_scenario_v1.json,2026-02-21 03:59:00,system,1
ART-0370-01-02,RUN-0370-01,REQ-0370,validation_report,1,artifacts/REQ-0370/RUN-0370-01/validation_report_v1.json,2026-02-21 04:09:00,system,1
ART-0370-01-03,RUN-0370-01,REQ-0370,optimization_result,1,artifacts/REQ-0370/RUN-0370-01/optimization_result_v1.json,2026-02-21 04:19:00,system,1
ART-0370-01-04,RUN-0370-01,REQ-0370,decision_audit,1,artifacts/REQ-0370/RUN-0370-01/decision_audit_v1.json,2026-02-21 04:29:00,system,1
ART-0370-01-05,RUN-0370-01,REQ-0370,sensitivity_report,1,artifacts/REQ-0370/RUN-0370-01/sensitivity_report_v1.json,2026-02-21 04:39:00,system,1
ART-0370-01-06,RUN-0370-01,REQ-0370,recommendation_packet,1,artifacts/REQ-0370/RUN-0370-01/recommendation_packet_v1.json,2026-02-21 04:49:00,system,1
ART-0371-01-01,RUN-0371-01,REQ-0371,parsed_scenario,1,artifacts/REQ-0371/RUN-0371-01/parsed_scenario_v1.json,2026-02-17 09:17:00,system,1
ART-0371-01-02,RUN-0371-01,REQ-0371,validation_report,1,artifacts/REQ-0371/RUN-0371-01/validation_report_v1.json,2026-02-17 09:27:00,system,1
ART-0371-01-03,RUN-0371-01,REQ-0371,optimization_result,1,artifacts/REQ-0371/RUN-0371-01/optimization_result_v1.json,2026-02-17 09:37:00,system,1
ART-0371-01-04,RUN-0371-01,REQ-0371,decision_audit,1,artifacts/REQ-0371/RUN-0371-01/decision_audit_v1.json,2026-02-17 09:47:00,system,1
ART-0371-01-05,RUN-0371-01,REQ-0371,sensitivity_report,1,artifacts/REQ-0371/RUN-0371-01/sensitivity_report_v1.json,2026-02-17 09:57:00,system,1
ART-0371-01-06,RUN-0371-01,REQ-0371,recommendation_packet,1,artifacts/REQ-0371/RUN-0371-01/recommendation_packet_v1.json,2026-02-17 10:07:00,system,1
ART-0372-01-01,RUN-0372-01,REQ-0372,parsed_scenario,1,artifacts/REQ-0372/RUN-0372-01/parsed_scenario_v1.json,2026-03-16 03:24:00,system,1
ART-0372-01-02,RUN-0372-01,REQ-0372,validation_report,1,artifacts/REQ-0372/RUN-0372-01/validation_report_v1.json,2026-03-16 03:34:00,system,1
ART-0373-01-01,RUN-0373-01,REQ-0373,parsed_scenario,1,artifacts/REQ-0373/RUN-0373-01/parsed_scenario_v1.json,2026-04-02 02:01:00,system,1
ART-0373-01-02,RUN-0373-01,REQ-0373,validation_report,1,artifacts/REQ-0373/RUN-0373-01/validation_report_v1.json,2026-04-02 02:11:00,system,1
ART-0374-01-01,RUN-0374-01,REQ-0374,parsed_scenario,1,artifacts/REQ-0374/RUN-0374-01/parsed_scenario_v1.json,2026-03-28 02:15:00,system,1
ART-0374-01-02,RUN-0374-01,REQ-0374,validation_report,1,artifacts/REQ-0374/RUN-0374-01/validation_report_v1.json,2026-03-28 02:25:00,system,1
ART-0375-01-01,RUN-0375-01,REQ-0375,parsed_scenario,1,artifacts/REQ-0375/RUN-0375-01/parsed_scenario_v1.json,2026-02-23 14:24:00,system,1
ART-0375-01-02,RUN-0375-01,REQ-0375,validation_report,1,artifacts/REQ-0375/RUN-0375-01/validation_report_v1.json,2026-02-23 14:34:00,system,1
ART-0375-01-03,RUN-0375-01,REQ-0375,optimization_result,1,artifacts/REQ-0375/RUN-0375-01/optimization_result_v1.json,2026-02-23 14:44:00,system,1
ART-0375-01-04,RUN-0375-01,REQ-0375,decision_audit,1,artifacts/REQ-0375/RUN-0375-01/decision_audit_v1.json,2026-02-23 14:54:00,system,1
ART-0375-01-05,RUN-0375-01,REQ-0375,sensitivity_report,1,artifacts/REQ-0375/RUN-0375-01/sensitivity_report_v1.json,2026-02-23 15:04:00,system,1
ART-0375-01-06,RUN-0375-01,REQ-0375,recommendation_packet,1,artifacts/REQ-0375/RUN-0375-01/recommendation_packet_v1.json,2026-02-23 15:14:00,system,1
ART-0376-01-01,RUN-0376-01,REQ-0376,parsed_scenario,1,artifacts/REQ-0376/RUN-0376-01/parsed_scenario_v1.json,2026-02-07 03:24:00,system,1
ART-0376-01-02,RUN-0376-01,REQ-0376,validation_report,1,artifacts/REQ-0376/RUN-0376-01/validation_report_v1.json,2026-02-07 03:34:00,system,1
ART-0377-01-01,RUN-0377-01,REQ-0377,parsed_scenario,1,artifacts/REQ-0377/RUN-0377-01/parsed_scenario_v1.json,2026-02-14 07:58:00,system,1
ART-0377-01-02,RUN-0377-01,REQ-0377,validation_report,1,artifacts/REQ-0377/RUN-0377-01/validation_report_v1.json,2026-02-14 08:08:00,system,1
ART-0377-01-03,RUN-0377-01,REQ-0377,optimization_result,1,artifacts/REQ-0377/RUN-0377-01/optimization_result_v1.json,2026-02-14 08:18:00,system,1
ART-0377-01-04,RUN-0377-01,REQ-0377,decision_audit,1,artifacts/REQ-0377/RUN-0377-01/decision_audit_v1.json,2026-02-14 08:28:00,system,1
ART-0377-01-05,RUN-0377-01,REQ-0377,sensitivity_report,1,artifacts/REQ-0377/RUN-0377-01/sensitivity_report_v1.json,2026-02-14 08:38:00,system,1
ART-0377-01-06,RUN-0377-01,REQ-0377,recommendation_packet,1,artifacts/REQ-0377/RUN-0377-01/recommendation_packet_v1.json,2026-02-14 08:48:00,system,1
ART-0378-01-01,RUN-0378-01,REQ-0378,parsed_scenario,1,artifacts/REQ-0378/RUN-0378-01/parsed_scenario_v1.json,2026-01-27 13:26:00,system,1
ART-0378-01-02,RUN-0378-01,REQ-0378,validation_report,1,artifacts/REQ-0378/RUN-0378-01/validation_report_v1.json,2026-01-27 13:36:00,system,1
ART-0378-01-03,RUN-0378-01,REQ-0378,optimization_result,1,artifacts/REQ-0378/RUN-0378-01/optimization_result_v1.json,2026-01-27 13:46:00,system,1
ART-0378-01-04,RUN-0378-01,REQ-0378,decision_audit,1,artifacts/REQ-0378/RUN-0378-01/decision_audit_v1.json,2026-01-27 13:56:00,system,1
ART-0378-01-05,RUN-0378-01,REQ-0378,sensitivity_report,1,artifacts/REQ-0378/RUN-0378-01/sensitivity_report_v1.json,2026-01-27 14:06:00,system,1
ART-0378-01-06,RUN-0378-01,REQ-0378,recommendation_packet,1,artifacts/REQ-0378/RUN-0378-01/recommendation_packet_v1.json,2026-01-27 14:16:00,system,1
ART-0379-01-01,RUN-0379-01,REQ-0379,parsed_scenario,1,artifacts/REQ-0379/RUN-0379-01/parsed_scenario_v1.json,2026-02-07 22:23:00,system,1
ART-0379-01-02,RUN-0379-01,REQ-0379,validation_report,1,artifacts/REQ-0379/RUN-0379-01/validation_report_v1.json,2026-02-07 22:33:00,system,1
ART-0380-01-01,RUN-0380-01,REQ-0380,parsed_scenario,1,artifacts/REQ-0380/RUN-0380-01/parsed_scenario_v1.json,2026-03-16 01:48:00,system,1
ART-0380-01-02,RUN-0380-01,REQ-0380,validation_report,1,artifacts/REQ-0380/RUN-0380-01/validation_report_v1.json,2026-03-16 01:58:00,system,1
ART-0380-01-03,RUN-0380-01,REQ-0380,optimization_result,1,artifacts/REQ-0380/RUN-0380-01/optimization_result_v1.json,2026-03-16 02:08:00,system,1
ART-0380-01-04,RUN-0380-01,REQ-0380,decision_audit,1,artifacts/REQ-0380/RUN-0380-01/decision_audit_v1.json,2026-03-16 02:18:00,system,1
ART-0380-01-05,RUN-0380-01,REQ-0380,sensitivity_report,1,artifacts/REQ-0380/RUN-0380-01/sensitivity_report_v1.json,2026-03-16 02:28:00,system,1
ART-0380-01-06,RUN-0380-01,REQ-0380,recommendation_packet,1,artifacts/REQ-0380/RUN-0380-01/recommendation_packet_v1.json,2026-03-16 02:38:00,system,1
ART-0381-01-01,RUN-0381-01,REQ-0381,parsed_scenario,1,artifacts/REQ-0381/RUN-0381-01/parsed_scenario_v1.json,2026-04-04 23:09:00,system,1
ART-0381-01-02,RUN-0381-01,REQ-0381,validation_report,1,artifacts/REQ-0381/RUN-0381-01/validation_report_v1.json,2026-04-04 23:19:00,system,1
ART-0381-01-03,RUN-0381-01,REQ-0381,optimization_result,1,artifacts/REQ-0381/RUN-0381-01/optimization_result_v1.json,2026-04-04 23:29:00,system,1
ART-0381-01-04,RUN-0381-01,REQ-0381,decision_audit,1,artifacts/REQ-0381/RUN-0381-01/decision_audit_v1.json,2026-04-04 23:39:00,system,1
ART-0381-01-05,RUN-0381-01,REQ-0381,sensitivity_report,1,artifacts/REQ-0381/RUN-0381-01/sensitivity_report_v1.json,2026-04-04 23:49:00,system,1
ART-0381-01-06,RUN-0381-01,REQ-0381,recommendation_packet,1,artifacts/REQ-0381/RUN-0381-01/recommendation_packet_v1.json,2026-04-04 23:59:00,system,1
ART-0382-01-01,RUN-0382-01,REQ-0382,parsed_scenario,1,artifacts/REQ-0382/RUN-0382-01/parsed_scenario_v1.json,2026-01-11 17:38:00,system,1
ART-0382-01-02,RUN-0382-01,REQ-0382,validation_report,1,artifacts/REQ-0382/RUN-0382-01/validation_report_v1.json,2026-01-11 17:48:00,system,1
ART-0382-01-03,RUN-0382-01,REQ-0382,optimization_result,1,artifacts/REQ-0382/RUN-0382-01/optimization_result_v1.json,2026-01-11 17:58:00,system,1
ART-0382-01-04,RUN-0382-01,REQ-0382,decision_audit,1,artifacts/REQ-0382/RUN-0382-01/decision_audit_v1.json,2026-01-11 18:08:00,system,1
ART-0382-01-05,RUN-0382-01,REQ-0382,sensitivity_report,1,artifacts/REQ-0382/RUN-0382-01/sensitivity_report_v1.json,2026-01-11 18:18:00,system,1
ART-0382-01-06,RUN-0382-01,REQ-0382,recommendation_packet,1,artifacts/REQ-0382/RUN-0382-01/recommendation_packet_v1.json,2026-01-11 18:28:00,system,1
ART-0383-01-01,RUN-0383-01,REQ-0383,parsed_scenario,1,artifacts/REQ-0383/RUN-0383-01/parsed_scenario_v1.json,2026-03-17 11:22:00,system,1
ART-0383-01-02,RUN-0383-01,REQ-0383,validation_report,1,artifacts/REQ-0383/RUN-0383-01/validation_report_v1.json,2026-03-17 11:32:00,system,1
ART-0383-01-03,RUN-0383-01,REQ-0383,optimization_result,1,artifacts/REQ-0383/RUN-0383-01/optimization_result_v1.json,2026-03-17 11:42:00,system,1
ART-0383-01-04,RUN-0383-01,REQ-0383,decision_audit,1,artifacts/REQ-0383/RUN-0383-01/decision_audit_v1.json,2026-03-17 11:52:00,system,1
ART-0383-01-05,RUN-0383-01,REQ-0383,sensitivity_report,1,artifacts/REQ-0383/RUN-0383-01/sensitivity_report_v1.json,2026-03-17 12:02:00,system,1
ART-0383-01-06,RUN-0383-01,REQ-0383,recommendation_packet,1,artifacts/REQ-0383/RUN-0383-01/recommendation_packet_v1.json,2026-03-17 12:12:00,system,1
ART-0384-01-01,RUN-0384-01,REQ-0384,parsed_scenario,1,artifacts/REQ-0384/RUN-0384-01/parsed_scenario_v1.json,2026-03-19 22:03:00,system,1
ART-0384-01-02,RUN-0384-01,REQ-0384,validation_report,1,artifacts/REQ-0384/RUN-0384-01/validation_report_v1.json,2026-03-19 22:13:00,system,1
ART-0385-01-01,RUN-0385-01,REQ-0385,parsed_scenario,1,artifacts/REQ-0385/RUN-0385-01/parsed_scenario_v1.json,2026-03-01 12:24:00,system,1
ART-0385-01-02,RUN-0385-01,REQ-0385,validation_report,1,artifacts/REQ-0385/RUN-0385-01/validation_report_v1.json,2026-03-01 12:34:00,system,1
ART-0385-01-03,RUN-0385-01,REQ-0385,optimization_result,1,artifacts/REQ-0385/RUN-0385-01/optimization_result_v1.json,2026-03-01 12:44:00,system,1
ART-0385-01-04,RUN-0385-01,REQ-0385,decision_audit,1,artifacts/REQ-0385/RUN-0385-01/decision_audit_v1.json,2026-03-01 12:54:00,system,1
ART-0385-01-05,RUN-0385-01,REQ-0385,sensitivity_report,1,artifacts/REQ-0385/RUN-0385-01/sensitivity_report_v1.json,2026-03-01 13:04:00,system,1
ART-0385-01-06,RUN-0385-01,REQ-0385,recommendation_packet,1,artifacts/REQ-0385/RUN-0385-01/recommendation_packet_v1.json,2026-03-01 13:14:00,system,1
ART-0386-01-01,RUN-0386-01,REQ-0386,parsed_scenario,1,artifacts/REQ-0386/RUN-0386-01/parsed_scenario_v1.json,2026-01-12 13:10:00,system,1
ART-0386-01-02,RUN-0386-01,REQ-0386,validation_report,1,artifacts/REQ-0386/RUN-0386-01/validation_report_v1.json,2026-01-12 13:20:00,system,1
ART-0386-01-03,RUN-0386-01,REQ-0386,optimization_result,1,artifacts/REQ-0386/RUN-0386-01/optimization_result_v1.json,2026-01-12 13:30:00,system,1
ART-0386-01-04,RUN-0386-01,REQ-0386,decision_audit,1,artifacts/REQ-0386/RUN-0386-01/decision_audit_v1.json,2026-01-12 13:40:00,system,1
ART-0386-01-05,RUN-0386-01,REQ-0386,sensitivity_report,1,artifacts/REQ-0386/RUN-0386-01/sensitivity_report_v1.json,2026-01-12 13:50:00,system,1
ART-0386-01-06,RUN-0386-01,REQ-0386,recommendation_packet,1,artifacts/REQ-0386/RUN-0386-01/recommendation_packet_v1.json,2026-01-12 14:00:00,system,1
ART-0387-01-01,RUN-0387-01,REQ-0387,parsed_scenario,1,artifacts/REQ-0387/RUN-0387-01/parsed_scenario_v1.json,2026-02-08 21:06:00,system,1
ART-0387-01-02,RUN-0387-01,REQ-0387,validation_report,1,artifacts/REQ-0387/RUN-0387-01/validation_report_v1.json,2026-02-08 21:16:00,system,1
ART-0387-01-03,RUN-0387-01,REQ-0387,optimization_result,1,artifacts/REQ-0387/RUN-0387-01/optimization_result_v1.json,2026-02-08 21:26:00,system,1
ART-0387-01-04,RUN-0387-01,REQ-0387,decision_audit,1,artifacts/REQ-0387/RUN-0387-01/decision_audit_v1.json,2026-02-08 21:36:00,system,1
ART-0387-01-05,RUN-0387-01,REQ-0387,sensitivity_report,1,artifacts/REQ-0387/RUN-0387-01/sensitivity_report_v1.json,2026-02-08 21:46:00,system,1
ART-0387-01-06,RUN-0387-01,REQ-0387,recommendation_packet,1,artifacts/REQ-0387/RUN-0387-01/recommendation_packet_v1.json,2026-02-08 21:56:00,system,1
ART-0388-01-01,RUN-0388-01,REQ-0388,parsed_scenario,1,artifacts/REQ-0388/RUN-0388-01/parsed_scenario_v1.json,2026-04-12 14:09:00,system,1
ART-0388-01-02,RUN-0388-01,REQ-0388,validation_report,1,artifacts/REQ-0388/RUN-0388-01/validation_report_v1.json,2026-04-12 14:19:00,system,1
ART-0388-01-03,RUN-0388-01,REQ-0388,optimization_result,1,artifacts/REQ-0388/RUN-0388-01/optimization_result_v1.json,2026-04-12 14:29:00,system,1
ART-0388-01-04,RUN-0388-01,REQ-0388,decision_audit,1,artifacts/REQ-0388/RUN-0388-01/decision_audit_v1.json,2026-04-12 14:39:00,system,1
ART-0388-01-05,RUN-0388-01,REQ-0388,sensitivity_report,1,artifacts/REQ-0388/RUN-0388-01/sensitivity_report_v1.json,2026-04-12 14:49:00,system,1
ART-0388-01-06,RUN-0388-01,REQ-0388,recommendation_packet,1,artifacts/REQ-0388/RUN-0388-01/recommendation_packet_v1.json,2026-04-12 14:59:00,system,1
ART-0389-01-01,RUN-0389-01,REQ-0389,parsed_scenario,1,artifacts/REQ-0389/RUN-0389-01/parsed_scenario_v1.json,2026-02-12 22:10:00,system,1
ART-0389-01-02,RUN-0389-01,REQ-0389,validation_report,1,artifacts/REQ-0389/RUN-0389-01/validation_report_v1.json,2026-02-12 22:20:00,system,1
ART-0389-01-03,RUN-0389-01,REQ-0389,optimization_result,1,artifacts/REQ-0389/RUN-0389-01/optimization_result_v1.json,2026-02-12 22:30:00,system,1
ART-0389-01-04,RUN-0389-01,REQ-0389,decision_audit,1,artifacts/REQ-0389/RUN-0389-01/decision_audit_v1.json,2026-02-12 22:40:00,system,1
ART-0389-01-05,RUN-0389-01,REQ-0389,sensitivity_report,1,artifacts/REQ-0389/RUN-0389-01/sensitivity_report_v1.json,2026-02-12 22:50:00,system,1
ART-0389-01-06,RUN-0389-01,REQ-0389,recommendation_packet,1,artifacts/REQ-0389/RUN-0389-01/recommendation_packet_v1.json,2026-02-12 23:00:00,system,1
ART-0390-01-01,RUN-0390-01,REQ-0390,parsed_scenario,1,artifacts/REQ-0390/RUN-0390-01/parsed_scenario_v1.json,2026-01-13 17:26:00,system,1
