approval_id,workflow_run_id,request_id,approval_required,decision,reviewer_name,review_comment,reviewed_at,sla_hours
APR-0462-01,RUN-0462-01,REQ-0462,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-03-01 13:29:00,14.0
APR-0463-01,RUN-0463-01,REQ-0463,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-04-09 22:35:00,14.0
APR-0464-01,RUN-0464-01,REQ-0464,1,Pending,A. Shah,Pending sourcing manager review.,2026-02-11 02:48:00,5.0
APR-0465-01,RUN-0465-01,REQ-0465,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-11 13:31:00,3.0
APR-0466-01,RUN-0466-01,REQ-0466,1,Pending,J. Morgan,Pending sourcing manager review.,2026-01-11 09:12:00,23.0
APR-0467-01,RUN-0467-01,REQ-0467,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-30 19:14:00,14.0
APR-0468-01,RUN-0468-01,REQ-0468,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-03-01 02:03:00,11.0
APR-0469-01,RUN-0469-01,REQ-0469,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-25 19:12:00,1.0
APR-0470-01,RUN-0470-01,REQ-0470,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-17 11:53:00,3.0
APR-0471-01,RUN-0471-01,REQ-0471,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-04-12 16:55:00,5.0
APR-0472-01,RUN-0472-01,REQ-0472,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-09 23:14:00,18.0
APR-0473-01,RUN-0473-01,REQ-0473,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-18 07:56:00,22.0
APR-0474-01,RUN-0474-01,REQ-0474,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-20 21:16:00,13.0
APR-0475-01,RUN-0475-01,REQ-0475,1,Pending,J. Morgan,Pending sourcing manager review.,2026-02-04 11:43:00,22.0
APR-0476-01,RUN-0476-01,REQ-0476,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-27 23:25:00,21.0
APR-0477-01,RUN-0477-01,REQ-0477,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-21 16:51:00,15.0
APR-0478-01,RUN-0478-01,REQ-0478,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-21 23:07:00,3.0
APR-0479-01,RUN-0479-01,REQ-0479,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-30 23:31:00,10.0
APR-0480-01,RUN-0480-01,REQ-0480,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-05 15:26:00,7.0
APR-0481-01,RUN-0481-01,REQ-0481,1,Pending,M. Chen,Pending sourcing manager review.,2026-04-05 22:13:00,14.0
APR-0482-01,RUN-0482-01,REQ-0482,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-02-22 17:59:00,17.0
APR-0483-01,RUN-0483-01,REQ-0483,1,Pending,A. Shah,Pending sourcing manager review.,2026-03-19 13:06:00,19.0
APR-0484-01,RUN-0484-01,REQ-0484,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-10 23:08:00,2.0
APR-0485-01,RUN-0485-01,REQ-0485,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-05 17:19:00,10.0
APR-0486-01,RUN-0486-01,REQ-0486,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-01-27 15:39:00,24.0
APR-0487-01,RUN-0487-01,REQ-0487,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-22 13:32:00,4.0
APR-0488-01,RUN-0488-01,REQ-0488,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-08 20:34:00,2.0
APR-0489-01,RUN-0489-01,REQ-0489,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-13 11:23:00,16.0
APR-0490-01,RUN-0490-01,REQ-0490,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-08 00:27:00,18.0
APR-0491-01,RUN-0491-01,REQ-0491,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-19 11:38:00,7.0
APR-0492-01,RUN-0492-01,REQ-0492,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-20 16:20:00,13.0
APR-0493-01,RUN-0493-01,REQ-0493,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-29 04:47:00,8.0
APR-0494-01,RUN-0494-01,REQ-0494,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-16 13:29:00,18.0
APR-0495-01,RUN-0495-01,REQ-0495,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-26 23:04:00,17.0
APR-0496-01,RUN-0496-01,REQ-0496,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-04-09 09:58:00,17.0
APR-0497-01,RUN-0497-01,REQ-0497,1,Pending,S. Walker,Pending sourcing manager review.,2026-03-24 22:27:00,24.0
APR-0498-01,RUN-0498-01,REQ-0498,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-04-03 05:52:00,22.0
APR-0499-01,RUN-0499-01,REQ-0499,1,Rejected,R. Patel,Rejected due to policy or portfolio concerns.,2026-04-09 16:18:00,20.0
APR-0500-01,RUN-0500-01,REQ-0500,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-03-31 12:30:00,21.0
APR-0501-01,RUN-0501-01,REQ-0501,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-08 13:01:00,2.0
APR-0502-01,RUN-0502-01,REQ-0502,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-08 08:17:00,13.0
APR-0503-01,RUN-0503-01,REQ-0503,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-18 12:56:00,6.0
APR-0504-01,RUN-0504-01,REQ-0504,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-01 08:21:00,13.0
APR-0505-01,RUN-0505-01,REQ-0505,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-27 12:33:00,2.0
APR-0506-01,RUN-0506-01,REQ-0506,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-07 00:34:00,5.0
APR-0507-01,RUN-0507-01,REQ-0507,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-04-04 04:04:00,1.0
APR-0508-01,RUN-0508-01,REQ-0508,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-17 20:38:00,22.0
APR-0509-01,RUN-0509-01,REQ-0509,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-09 23:54:00,15.0
APR-0510-01,RUN-0510-01,REQ-0510,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-18 01:43:00,15.0
APR-0511-01,RUN-0511-01,REQ-0511,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-02-06 08:17:00,10.0
APR-0512-01,RUN-0512-01,REQ-0512,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-11 17:43:00,1.0
APR-0513-01,RUN-0513-01,REQ-0513,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-15 19:15:00,15.0
APR-0514-01,RUN-0514-01,REQ-0514,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-15 13:27:00,24.0
APR-0515-01,RUN-0515-01,REQ-0515,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-01-27 04:58:00,8.0
APR-0516-01,RUN-0516-01,REQ-0516,1,Pending,A. Shah,Pending sourcing manager review.,2026-01-31 07:06:00,20.0
APR-0517-01,RUN-0517-01,REQ-0517,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-03-22 15:22:00,17.0
APR-0518-01,RUN-0518-01,REQ-0518,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-03-27 17:49:00,19.0
APR-0519-01,RUN-0519-01,REQ-0519,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-05 04:06:00,21.0
APR-0520-01,RUN-0520-01,REQ-0520,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-20 10:32:00,21.0
APR-0521-01,RUN-0521-01,REQ-0521,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-02-12 03:24:00,10.0
APR-0522-01,RUN-0522-01,REQ-0522,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-07 20:35:00,14.0
APR-0523-01,RUN-0523-01,REQ-0523,1,Rejected,S. Walker,Rejected due to policy or portfolio concerns.,2026-02-03 21:20:00,9.0
APR-0524-01,RUN-0524-01,REQ-0524,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-14 14:42:00,13.0
APR-0525-01,RUN-0525-01,REQ-0525,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-28 22:23:00,2.0
APR-0526-01,RUN-0526-01,REQ-0526,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-10 03:27:00,17.0
APR-0527-01,RUN-0527-01,REQ-0527,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-19 17:16:00,3.0
APR-0528-01,RUN-0528-01,REQ-0528,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-23 00:43:00,18.0
APR-0529-01,RUN-0529-01,REQ-0529,1,Pending,R. Patel,Pending sourcing manager review.,2026-02-13 06:12:00,4.0
APR-0530-01,RUN-0530-01,REQ-0530,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-02 09:57:00,3.0
APR-0531-01,RUN-0531-01,REQ-0531,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-02 12:26:00,14.0
APR-0532-01,RUN-0532-01,REQ-0532,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-02 20:16:00,2.0
APR-0533-01,RUN-0533-01,REQ-0533,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-03-21 20:51:00,22.0
APR-0534-01,RUN-0534-01,REQ-0534,1,Pending,J. Morgan,Pending sourcing manager review.,2026-01-22 00:57:00,13.0
APR-0535-01,RUN-0535-01,REQ-0535,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-07 04:13:00,7.0
APR-0536-01,RUN-0536-01,REQ-0536,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-13 16:42:00,3.0
APR-0537-01,RUN-0537-01,REQ-0537,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-24 04:09:00,17.0
APR-0538-01,RUN-0538-01,REQ-0538,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-03-06 11:23:00,21.0
APR-0539-01,RUN-0539-01,REQ-0539,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-27 14:40:00,5.0
APR-0540-01,RUN-0540-01,REQ-0540,1,Pending,A. Shah,Pending sourcing manager review.,2026-04-03 17:32:00,5.0
APR-0541-01,RUN-0541-01,REQ-0541,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-21 03:46:00,12.0
APR-0542-01,RUN-0542-01,REQ-0542,1,Pending,J. Morgan,Pending sourcing manager review.,2026-01-06 01:32:00,12.0
APR-0543-01,RUN-0543-01,REQ-0543,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-03-16 01:04:00,11.0
APR-0544-01,RUN-0544-01,REQ-0544,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-22 09:08:00,16.0
APR-0545-01,RUN-0545-01,REQ-0545,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-22 07:04:00,8.0
APR-0546-01,RUN-0546-01,REQ-0546,1,Pending,A. Shah,Pending sourcing manager review.,2026-04-02 07:09:00,4.0
APR-0547-01,RUN-0547-01,REQ-0547,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-11 18:22:00,18.0
APR-0548-01,RUN-0548-01,REQ-0548,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-10 04:21:00,16.0
APR-0549-01,RUN-0549-01,REQ-0549,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-12 15:08:00,4.0
APR-0550-01,RUN-0550-01,REQ-0550,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-10 10:45:00,19.0
APR-0551-01,RUN-0551-01,REQ-0551,1,Pending,M. Chen,Pending sourcing manager review.,2026-01-09 18:10:00,4.0
APR-0552-01,RUN-0552-01,REQ-0552,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-03-25 12:59:00,10.0
APR-0553-01,RUN-0553-01,REQ-0553,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-16 00:13:00,18.0
APR-0554-01,RUN-0554-01,REQ-0554,1,Pending,S. Walker,Pending sourcing manager review.,2026-02-15 11:57:00,1.0
APR-0555-01,RUN-0555-01,REQ-0555,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-10 16:07:00,22.0
APR-0556-01,RUN-0556-01,REQ-0556,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-26 17:07:00,12.0
APR-0557-01,RUN-0557-01,REQ-0557,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-01-15 19:32:00,11.0
APR-0558-01,RUN-0558-01,REQ-0558,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-23 06:51:00,11.0
APR-0559-01,RUN-0559-01,REQ-0559,1,Pending,A. Shah,Pending sourcing manager review.,2026-01-10 13:38:00,11.0
APR-0560-01,RUN-0560-01,REQ-0560,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-28 17:35:00,10.0
APR-0561-01,RUN-0561-01,REQ-0561,1,Rejected,J. Morgan,Rejected due to policy or portfolio concerns.,2026-03-03 19:51:00,17.0
APR-0562-01,RUN-0562-01,REQ-0562,1,Pending,A. Shah,Pending sourcing manager review.,2026-01-07 15:28:00,19.0
APR-0563-01,RUN-0563-01,REQ-0563,1,Pending,J. Morgan,Pending sourcing manager review.,2026-02-11 15:36:00,19.0
APR-0564-01,RUN-0564-01,REQ-0564,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-08 03:41:00,16.0
APR-0565-01,RUN-0565-01,REQ-0565,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-02-17 04:14:00,21.0
APR-0566-01,RUN-0566-01,REQ-0566,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-07 05:33:00,15.0
APR-0567-01,RUN-0567-01,REQ-0567,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-11 02:51:00,8.0
APR-0568-01,RUN-0568-01,REQ-0568,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-06 15:27:00,5.0
APR-0569-01,RUN-0569-01,REQ-0569,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-03-14 05:09:00,13.0
APR-0570-01,RUN-0570-01,REQ-0570,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-08 22:43:00,1.0
APR-0571-01,RUN-0571-01,REQ-0571,1,Pending,M. Chen,Pending sourcing manager review.,2026-02-19 19:04:00,10.0
APR-0572-01,RUN-0572-01,REQ-0572,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-04-08 21:20:00,22.0
APR-0573-01,RUN-0573-01,REQ-0573,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-24 00:32:00,19.0
APR-0574-01,RUN-0574-01,REQ-0574,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-24 05:07:00,11.0
APR-0575-01,RUN-0575-01,REQ-0575,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-01-13 16:55:00,20.0
APR-0576-01,RUN-0576-01,REQ-0576,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-10 05:09:00,8.0
APR-0577-01,RUN-0577-01,REQ-0577,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-16 19:11:00,23.0
APR-0578-01,RUN-0578-01,REQ-0578,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-31 06:30:00,19.0
APR-0579-01,RUN-0579-01,REQ-0579,1,Rejected,J. Morgan,Rejected due to policy or portfolio concerns.,2026-04-09 06:57:00,14.0
APR-0580-01,RUN-0580-01,REQ-0580,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-08 22:52:00,9.0
APR-0581-01,RUN-0581-01,REQ-0581,1,Pending,S. Walker,Pending sourcing manager review.,2026-01-30 21:14:00,5.0
APR-0582-01,RUN-0582-01,REQ-0582,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-10 13:42:00,23.0
APR-0583-01,RUN-0583-01,REQ-0583,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-11 20:21:00,7.0
APR-0584-01,RUN-0584-01,REQ-0584,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-05 18:07:00,4.0
APR-0585-01,RUN-0585-01,REQ-0585,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-17 08:09:00,17.0
APR-0586-01,RUN-0586-01,REQ-0586,1,Pending,J. Morgan,Pending sourcing manager review.,2026-03-17 19:55:00,6.0
APR-0587-01,RUN-0587-01,REQ-0587,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-25 06:28:00,5.0
APR-0588-01,RUN-0588-01,REQ-0588,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-07 04:41:00,11.0
APR-0589-01,RUN-0589-01,REQ-0589,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-12 16:55:00,5.0
APR-0590-01,RUN-0590-01,REQ-0590,1,Pending,S. Walker,Pending sourcing manager review.,2026-03-25 21:56:00,21.0
APR-0591-01,RUN-0591-01,REQ-0591,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-17 18:46:00,6.0
APR-0592-01,RUN-0592-01,REQ-0592,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-04 14:21:00,5.0
APR-0593-01,RUN-0593-01,REQ-0593,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-09 06:37:00,8.0
APR-0594-01,RUN-0594-01,REQ-0594,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-03-30 21:51:00,13.0
APR-0595-01,RUN-0595-01,REQ-0595,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-28 02:18:00,4.0
APR-0596-01,RUN-0596-01,REQ-0596,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-11 21:39:00,6.0
APR-0597-01,RUN-0597-01,REQ-0597,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-02-20 08:07:00,12.0
APR-0598-01,RUN-0598-01,REQ-0598,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-16 23:10:00,2.0
APR-0599-01,RUN-0599-01,REQ-0599,1,Rejected,R. Patel,Rejected because validation found likely infeasibility.,2026-02-09 01:18:00,4.0
APR-0600-01,RUN-0600-01,REQ-0600,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-03-06 02:58:00,21.0
APR-0601-01,RUN-0601-01,REQ-0601,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-25 07:45:00,6.0
APR-0602-01,RUN-0602-01,REQ-0602,1,Rejected,J. Morgan,Rejected due to policy or portfolio concerns.,2026-01-22 16:06:00,1.0
APR-0603-01,RUN-0603-01,REQ-0603,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-03 14:37:00,11.0
APR-0604-01,RUN-0604-01,REQ-0604,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-09 08:50:00,3.0
APR-0605-01,RUN-0605-01,REQ-0605,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-11 16:08:00,2.0
APR-0606-01,RUN-0606-01,REQ-0606,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-27 20:26:00,23.0
APR-0607-01,RUN-0607-01,REQ-0607,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-03-15 23:54:00,4.0
APR-0608-01,RUN-0608-01,REQ-0608,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-31 09:31:00,6.0
APR-0609-01,RUN-0609-01,REQ-0609,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-03-24 05:43:00,16.0
APR-0610-01,RUN-0610-01,REQ-0610,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-01 18:44:00,17.0
APR-0611-01,RUN-0611-01,REQ-0611,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-02 13:45:00,9.0
APR-0612-01,RUN-0612-01,REQ-0612,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-07 03:05:00,2.0
APR-0613-01,RUN-0613-01,REQ-0613,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-20 07:41:00,7.0
APR-0614-01,RUN-0614-01,REQ-0614,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-28 06:01:00,5.0
APR-0615-01,RUN-0615-01,REQ-0615,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-01-16 08:16:00,11.0
APR-0616-01,RUN-0616-01,REQ-0616,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-30 01:08:00,18.0
APR-0617-01,RUN-0617-01,REQ-0617,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-01-20 05:12:00,5.0
APR-0618-01,RUN-0618-01,REQ-0618,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-01-21 22:27:00,9.0
APR-0619-01,RUN-0619-01,REQ-0619,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-05 23:54:00,23.0
APR-0620-01,RUN-0620-01,REQ-0620,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-01-30 01:04:00,5.0
APR-0621-01,RUN-0621-01,REQ-0621,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-08 00:31:00,9.0
APR-0622-01,RUN-0622-01,REQ-0622,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-21 17:37:00,18.0
APR-0623-01,RUN-0623-01,REQ-0623,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-07 10:44:00,18.0
APR-0624-01,RUN-0624-01,REQ-0624,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-07 20:40:00,3.0
APR-0625-01,RUN-0625-01,REQ-0625,1,Rejected,M. Chen,Rejected due to policy or portfolio concerns.,2026-01-06 06:38:00,8.0
APR-0626-01,RUN-0626-01,REQ-0626,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-03-29 03:37:00,12.0
APR-0627-01,RUN-0627-01,REQ-0627,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-04-03 17:08:00,3.0
APR-0628-01,RUN-0628-01,REQ-0628,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-02-09 23:28:00,2.0
APR-0629-01,RUN-0629-01,REQ-0629,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-02-18 18:40:00,13.0
APR-0630-01,RUN-0630-01,REQ-0630,1,Rejected,S. Walker,Rejected because validation found likely infeasibility.,2026-03-06 16:40:00,21.0
APR-0631-01,RUN-0631-01,REQ-0631,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-04-05 02:34:00,4.0
APR-0632-01,RUN-0632-01,REQ-0632,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-26 07:17:00,9.0
APR-0633-01,RUN-0633-01,REQ-0633,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-13 15:50:00,8.0
APR-0634-01,RUN-0634-01,REQ-0634,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-03-13 08:58:00,13.0
APR-0635-01,RUN-0635-01,REQ-0635,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-03-29 23:31:00,15.0
APR-0636-01,RUN-0636-01,REQ-0636,1,Rejected,A. Shah,Rejected due to policy or portfolio concerns.,2026-04-03 05:48:00,19.0
APR-0637-01,RUN-0637-01,REQ-0637,1,Pending,A. Shah,Pending sourcing manager review.,2026-04-04 22:06:00,19.0
APR-0638-01,RUN-0638-01,REQ-0638,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-02-26 02:47:00,5.0
APR-0639-01,RUN-0639-01,REQ-0639,1,Pending,R. Patel,Pending sourcing manager review.,2026-01-15 18:38:00,13.0
APR-0640-01,RUN-0640-01,REQ-0640,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-02-10 09:59:00,10.0
APR-0641-01,RUN-0641-01,REQ-0641,1,Approved,S. Walker,Approved after review of trade-offs and feasibility warnings.,2026-02-07 19:59:00,18.0
APR-0642-01,RUN-0642-01,REQ-0642,1,Approved,M. Chen,Approved after review of trade-offs and feasibility warnings.,2026-04-04 10:00:00,2.0
APR-0643-01,RUN-0643-01,REQ-0643,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-26 22:43:00,8.0
APR-0644-01,RUN-0644-01,REQ-0644,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-22 23:16:00,9.0
APR-0645-01,RUN-0645-01,REQ-0645,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-12 00:09:00,3.0
APR-0646-01,RUN-0646-01,REQ-0646,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-28 03:45:00,9.0
APR-0647-01,RUN-0647-01,REQ-0647,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-07 15:33:00,3.0
APR-0648-01,RUN-0648-01,REQ-0648,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-04-12 21:41:00,7.0
APR-0649-01,RUN-0649-01,REQ-0649,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-13 15:37:00,3.0
APR-0650-01,RUN-0650-01,REQ-0650,1,Approved,J. Morgan,Approved after review of trade-offs and feasibility warnings.,2026-01-29 12:33:00,18.0
APR-0651-01,RUN-0651-01,REQ-0651,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-02-01 08:00:00,21.0
APR-0652-01,RUN-0652-01,REQ-0652,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-02 18:46:00,11.0
APR-0653-01,RUN-0653-01,REQ-0653,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-03-06 11:09:00,3.0
APR-0654-01,RUN-0654-01,REQ-0654,1,Rejected,M. Chen,Rejected because validation found likely infeasibility.,2026-02-06 14:56:00,6.0
APR-0655-01,RUN-0655-01,REQ-0655,1,Approved,R. Patel,Approved after review of trade-offs and feasibility warnings.,2026-02-24 08:25:00,15.0
APR-0656-01,RUN-0656-01,REQ-0656,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-29 09:32:00,19.0
APR-0657-01,RUN-0657-01,REQ-0657,1,Approved,A. Shah,Approved after review of trade-offs and feasibility warnings.,2026-02-20 08:33:00,15.0
APR-0658-01,RUN-0658-01,REQ-0658,0,Auto-Approved,System,Request met auto-approval thresholds.,2026-01-21 07:01:00,2.0
APR-0659-01,RUN-0659-01,REQ-0659,1,Rejected,J. Morgan,Rejected because validation found likely infeasibility.,2026-01-16 08:00:00,12.0
